n,msno,city,bd,gender,registered_via,registration_init_time,expiration_date,payment_method_id,payment_plan_days,plan_list_price,actual_amount_paid,is_auto_renew,transaction_date,membership_expire_date,is_cancel,count,discount,is_churn
7635,fhl/gEKeJ+/1KGLxGE9AyEj3NsqlPvuKI+AQpJc4YbE=,10,29,male,9,20070705,20170203,39,31,149,149,1,20150228,20150403,0,1,0,1
7636,k1PAy12Y8hNlp2LPtrgnmz2wiY6dbkjxVmCfMlmusqY=,1,0,,7,20160810,20170910,41,30,99,99,1,20160910,20161010,0,1,0,0
7637,MgKV43pt3GfTw+9dkLklxRiSycO8EagzgbWMo5g3/Ag=,13,25,female,9,20110414,20171023,39,31,149,149,1,20150131,20150323,0,1,0,0
7638,TK2RPQsNvaZvP7WXywondNq0vUDfGd5o6k5aU4GQN1U=,13,30,female,9,20080410,20171014,37,30,149,149,1,20161017,20161214,0,1,0,0
7639,eTDBDLStXsT4sv8lP1tt25mRClRJ2wjd1i6mThQ3zzI=,1,0,,7,20151023,20170922,41,30,99,99,1,20160122,20160222,0,1,0,0
7640,0KSagUZOe1NP4z8vm8U5KAhvly4oLfBtfncKspzIM5M=,13,26,female,3,20160823,20170809,37,30,149,149,1,20161123,20161225,0,1,0,0
7641,p/Gl+8yHMw7jFbUnVGI1OGbgFd4Ut16NX03d0Jjcglo=,10,30,male,9,20120730,20171030,33,30,149,149,1,20161130,20161231,0,1,0,0
7642,LmczPws/6BYhc+zTfgc7epx9LmkmzqskJlN3x4XHJI8=,1,0,,7,20130111,20170919,41,0,0,149,1,20150510,20150610,0,1,0,0
7643,G602HBlUmG/pCdsvYhlPDaP4/iC+hjhDoB1X43VjtEc=,5,26,female,7,20140629,20170910,41,30,99,99,1,20161210,20170110,0,1,0,0
7644,+vk4qhEkbD/gR1/8sYQSF7/CgBS39rIDMIvaWXIIqQQ=,1,0,,7,20150118,20170910,41,30,149,149,1,20170110,20170210,0,1,0,0
7645,HCfAilVhzXWW+z8GU1/VUcCgl10WBqdOtJ4U3NkvX2A=,1,0,,7,20110221,20170930,41,30,129,129,1,20150220,20150321,0,1,0,0
7646,6zKFsKefzUuuqi+xC4e7bD1lqwmKeNASC2Dhv5P5SgM=,1,0,,7,20150718,20170802,41,30,99,99,1,20160418,20160518,0,1,0,0
7647,cT7u3C0w//2+DP9GW1g1jBWy0/RqXgRNgbecJiKTYXE=,14,28,female,3,20130507,20170914,36,30,180,180,1,20160815,20160914,0,1,0,0
7648,rGwS+736C1dHbBkwgm9/As1OKB+Dd325XyPAMawJHB0=,1,0,,7,20120130,20170930,41,30,129,129,1,20160930,20161031,0,1,0,0
7649,eiUGkEuaVZHi6dqSzMjWlWZs5o35SzgY5xd4OJ6Hsz4=,15,0,,3,20130706,20170920,29,30,180,180,0,20161218,20170117,0,1,0,0
7650,q8BVodu4oHoaSlpYShJPsBhMvJPMucnuAuraVQ+5qWk=,13,31,female,3,20150809,20170916,40,30,149,149,1,20150917,20151016,0,1,0,0
7651,UOZBMRBCp8x806ARwWKgl3FYKPua9U1NsWKz0+UMQmk=,1,0,,7,20130105,20171004,41,30,149,149,1,20160304,20160404,0,1,0,0
7652,8KRfTvMa4OLRlVRgRXXk5DsAiUFWc+Na5v+n0ICkgGw=,1,0,,7,20120113,20170908,41,0,0,149,1,20150510,20150610,0,1,0,0
7653,Pz9uxaQ3yaI5OjYgKRna8vL364yhcn3ys3+6Dn1y0OA=,1,0,female,7,20120106,20170914,41,30,149,149,1,20160826,20160927,0,1,0,0
7654,hYMIOkfdOXpvqcAw7XvKmdAVBDa2FkFY9XhoGEJqR+o=,13,22,male,9,20140126,20171007,38,30,149,149,0,20150218,20150320,0,1,0,0
7655,dlEqeBcSfy5Bx8asb8mSqZ1byTUXxVPAK3p0s5WnlwQ=,10,18,male,9,20150818,20170811,38,30,149,149,0,20160225,20160326,0,1,0,0
7656,aEXHSK4obsKgG4UYK/pnhFxmvjd9M5EFcqRAV38jhns=,13,18,female,7,20160421,20170921,41,30,99,99,1,20160721,20160821,0,1,0,0
7657,/dn+ELVpbPedIGU6rHfj7bBOL21LIHKlq2Q1SROzdrU=,1,0,,7,20160104,20170104,41,30,99,99,1,20160303,20160403,0,1,0,1
7658,LnJzL+7EUu3AjaZYKfGPrj245/inEp/AGflMr3v30QI=,1,0,,7,20130207,20170930,41,30,149,149,1,20160831,20160930,0,1,0,0
7659,HS5OCMpD3PizAty92E7At2Sonb5SuD9N4EWbN7RGnE0=,1,0,,7,20140214,20170913,41,30,149,149,1,20160913,20161013,0,1,0,0
7660,Nm0ZVA/kPkRkF/5wSkFDysU0YSrSC3dSB6sSx5AfUrA=,1,0,,7,20151030,20170930,41,30,149,149,1,20161231,20170131,0,1,0,0
7661,GAf9Rfdw4cyDKRa3zF9OWSS5Sa6WhVXR+hp/1oYNV44=,1,0,,9,20141230,20170930,23,0,0,149,1,20150331,20150430,0,1,0,0
7662,4ml5SxWFP2N1ydgCeJZHkI5Nq4kK7FVtRTQRnO9SsvY=,9,32,female,3,20150303,20170913,40,30,149,149,1,20160813,20160913,0,1,0,0
7663,+s93K5gByazJqiGu9z78gh/m7aIEQKYxZzC57QagOhw=,4,37,male,4,20151108,20170909,37,30,149,149,1,20161210,20170109,0,1,0,0
7664,OXbGbucR8KvFDyztpit0EK9sNzkUpehu23BWcwJ43Es=,1,0,,7,20160202,20170802,41,30,149,149,1,20160901,20161001,0,1,0,0
7665,TzFkMtEIAYDL2Z8NZ0gI0pFDXLJF+HcYMzmDLwy98Pg=,1,0,,7,20151113,20170913,41,30,99,99,1,20160913,20161013,0,1,0,0
7666,EMIhxmNwDfkKtLwzTRdj+SlrAdrM46JT+4Qg2JqPWb0=,1,0,,7,20151215,20170915,41,30,99,99,1,20161215,20170115,0,1,0,0
7667,efSeKcxU52+tMCKli7Vf2dEPj2dg2Too71U0Q8OtV3g=,1,0,,7,20160221,20170920,41,30,149,149,1,20170220,20170320,0,1,0,0
7668,l4hxQq6dEoJ/FXRMDIi6AFvA6mtk/xc6106hZodK/GI=,1,0,,7,20160423,20170923,41,30,99,99,1,20170123,20170223,0,1,0,0
7669,T5nSSD0ui0/XC5u82TF8rPDMLDA4uKbVVdKw/t/bpr8=,1,0,,7,20151221,20170920,41,30,99,99,1,20160520,20160620,0,1,0,0
7670,U/CJDwiB5Mw0Aki6LAZAfY3pSloFUC2E33yZvyL0wjU=,1,0,,7,20160129,20170930,41,30,99,99,1,20160731,20160831,0,1,0,0
7671,4vLUh4fg5rPeDuTjxbNINeRUud9Fpe2tSNqg4FgyoT4=,15,0,,9,20131014,20170204,38,120,477,477,0,20161007,20170204,0,1,0,1
7672,pZq+MZARTL9/4H1q6dnSv9lQEFtpiHy9DLXSW/B5Ed0=,1,0,,3,20120609,20171001,36,30,180,180,1,20161230,20170202,0,1,0,0
7673,zfOaLGsfG8HEfZ/HTqnseQjIHChDOQ5dXIKKa1icnfk=,13,24,female,9,20160313,20171004,38,30,149,149,0,20160415,20160515,0,1,0,0
7674,8qksjqskGLnxqTohKjFRlpjFLHdqGV8gGMnXc5ZpbuM=,22,24,male,3,20130624,20171011,39,30,149,149,1,20150731,20150902,0,1,0,0
7675,DHUIFhR6pFNGxk2Cpo/G5mv4LmTO4n70x5447232UU4=,1,0,,7,20110121,20170921,41,30,129,129,1,20160520,20160621,0,1,0,0
7676,7y6K9uxWRROtudoXZTUINAoQswtmMIu6jzaWjLdQMMM=,4,31,female,9,20081109,20170930,34,0,0,149,1,20150831,20150930,0,1,0,0
7677,VWRl23p7PYoX14R5I4IRjhBwOpfcFD1S7kg4K+SbEGc=,1,0,,7,20160213,20170912,41,30,149,149,1,20160612,20160712,0,1,0,0
7678,ONefY9qNZ5yDZtaKl34IvbUuADLsP6RgsSH19MTHAKo=,4,43,male,7,20160220,20170920,41,30,99,99,1,20161120,20161220,0,1,0,0
7679,3xNIEbezaenQBllAD/By2pSLhWQKg89es9xw+KLz52I=,1,0,,7,20150124,20171001,41,0,0,149,1,20150423,20150523,0,1,0,0
7680,Z4nSzPEKFfUemTL17W+xYXONsHJWeg6Sk8Zif2Fg2yI=,1,0,,7,20151024,20170421,41,30,99,99,1,20160424,20160524,0,1,0,0
7681,CZ87lCEDKmbk7EXCy6Kh0zopNJxoEBTfWq9Eq9Az+28=,13,21,female,3,20120711,20171024,32,195,894,894,0,20160726,20170209,0,1,0,1
7682,LPtWtgJQa4Dpwq5ZJLxlb+pXuN/uV/KQZOjDRIpW6xc=,6,27,female,4,20151022,20170924,40,30,149,149,1,20170122,20170224,0,1,0,0
7683,AM6dNF78w6dVNkUSpVfCAIxAwsgJv3xkNeArGoBN9Ws=,1,0,,7,20160215,20170915,41,30,99,99,1,20160515,20160615,0,1,0,0
7684,SCBpccxRzmhkyrBm+0d11OxmqoZm87HVVSbjufYreIo=,15,35,female,9,20060824,20170911,37,31,149,149,1,20150111,20150211,0,1,0,0
7685,KLOEaSXD4k/6ZcyjTcLmZhzrJRCCpwnKimPGVXPKOtU=,14,39,male,9,20060910,20170930,34,30,149,149,1,20160331,20160430,0,1,0,0
7686,sUYmCPCUZGNRCz2HoOZ4SgtbF6XXUIsK4gYvnAAVzz8=,5,27,female,3,20150126,20170309,40,30,298,298,1,20160910,20160409,0,2,0,0
7687,HoePz7zVTLPjqs4WSiJePwBz5PpZZsQ1wj8StxyuUPE=,5,29,male,9,20090114,20170710,34,30,149,149,1,20160630,20160731,0,1,0,0
7688,5g83f4TGnbSlMPCfwdQKhwQRVXsDJ6vTcAncV2YmbZo=,13,20,female,9,20120218,20170917,36,30,180,180,1,20160518,20160617,0,1,0,0
7689,CWOeydVC4wtzZYdxuPpsLRDa0v+x2WDs4mkIa7VKkRw=,1,0,,7,20110730,20171001,41,30,99,99,1,20160401,20160501,0,1,0,0
7690,z5medriLoQJJ3AkHHKMT1eU4bvqQ88hZWWzHF/szSvw=,1,0,,7,20111216,20170930,41,30,99,99,1,20161225,20170125,0,1,0,0
7691,SDg4m5M1M3KVZnak422gvwlL0zHQhtREPOEwWUJbuTA=,13,40,male,9,20120419,20170930,37,31,149,149,1,20150325,20150424,0,1,0,0
7692,zWOdeCNjlxpaoAGLbax73Lc8pRGGgRhQYN8MfdO8Ykk=,4,29,female,7,20101110,20161225,41,30,149,149,1,20150322,20160724,0,1,0,1
7693,5HPm7joALIwUPTPFECC9DVSBBXRcSsvs0+KmAd25kWQ=,1,0,,7,20150807,20170930,41,30,149,149,1,20151107,20151207,0,1,0,0
7694,7dYkWccFU7skVsV5pKxCrFBtHosvVUMs1j2P0Fxfca0=,5,39,female,9,20151202,20171004,40,30,149,149,1,20160305,20160404,0,1,0,0
7695,QFvPXXAfMCwCHIzr8K9tAYmbKjKqxCnyXMDs3nL+HcE=,13,0,,9,20120107,20171014,40,30,149,149,1,20150607,20150714,0,1,0,0
7696,1vD3DDL9yjft18R/0/RRU0Vmogio7cgoyAD6gQt9/8Q=,13,37,female,9,20120306,20170814,40,31,149,149,1,20150108,20150214,0,1,0,0
7697,hqcx7HtIWHZAntZ/WTmonGq7pQmAYSv1d1dILfxezN4=,12,31,female,9,20100830,20170930,34,30,149,149,1,20160131,20160229,0,1,0,0
7698,x25l0G76r/eoau8rDyYy29n9RWcrkmt0IzJFvZ0c9dc=,15,36,female,7,20131006,20170930,41,30,99,99,1,20160928,20161028,0,1,0,0
7699,JyT5zIS5EgJ2sQ3qvK4wAIf9v40taLGJKRxE69gzn88=,13,41,female,9,20120504,20171006,40,30,149,149,1,20150901,20151002,0,1,0,0
7700,yIykw0+/UAy3LlL8ZdWxrgxP0Yy7Yr/4miZfzxaG31M=,1,0,,7,20140103,20170918,41,0,149,298,1,20150902,20150602,0,2,0,0
7701,GGWeQoF9qkFzNIGeGtio2bVXeUeXF0ERgs6KKDXkoZY=,13,21,male,9,20060117,20170930,34,0,149,298,1,20151130,20150430,0,2,0,0
7702,mXwVLwytD0DCcV9DBen5IiHtEtl7pTUnihtdu8HUc9w=,1,0,,7,20131026,20170930,41,30,99,99,1,20160630,20160731,0,1,0,0
7703,C0hShCVOoFGBKQZzLTvcnjo7xnp9zO/0UKJvzVqD8pg=,1,0,,7,20160718,20170918,41,30,99,99,1,20161118,20161218,0,1,0,0
7704,uXfDpQ1JDn7QH5SdNowRt1Y3jum6T/Bn6PS3tvwXrU4=,1,0,,7,20150825,20170713,41,30,99,99,1,20160724,20160824,0,1,0,0
7705,miXezHYX2aJN/VBvWu8BXWOXmZVsXhApJ1rgHnpl4J0=,1,0,,7,20131212,20171001,41,30,99,99,1,20161201,20170101,0,1,0,0
7706,W8IXqEg+2KIBHBZiRKjPguQriAc0+wFOea+pNqhxzLg=,1,0,,7,20140129,20170912,41,30,99,99,1,20170112,20170212,0,1,0,0
7707,ZqxeKNVRDwI8fgfw4CtkI/la9YmS2FGOvKNx0fH+uB0=,6,24,female,3,20150120,20170927,38,30,149,149,0,20150912,20151012,0,1,0,0
7708,6m0xfKorQiIBe9z0GwMpyjilvkaytVDGXXLOIFVRfUg=,1,0,,7,20130608,20171001,41,30,149,149,1,20150207,20150307,0,1,0,0
7709,hvuzFoxRmdRdLhLwpziOsanIz+x7oOApxA19SuVG4ag=,13,30,female,9,20051124,20170930,31,30,149,149,1,20151130,20151231,0,1,0,0
7710,7rVRRtjMYkXH5HWJUKVSZ2ErBI8OQkthli5NsaiTmAQ=,1,0,,7,20130517,20170519,41,30,149,149,1,20150718,20161017,0,1,0,0
7711,2Yc5d58Q/gq+o84ORZ2aDq8949w4Awrfad6EIeKcOWA=,22,0,,9,20150711,20170927,40,30,149,149,1,20151128,20151227,0,1,0,0
7712,MNritRBmh1jvNtI1cFZaOhJ0s7ad2IALDoGhBy33HOQ=,1,0,,7,20151119,20170919,41,30,99,99,1,20160719,20160819,0,1,0,0
7713,VtkRVKYiSVRs3iqAxwvocdzIaGcQHU2Fei3lO4FpzmI=,1,0,,7,20130801,20170912,41,30,99,99,1,20160312,20160412,0,1,0,0
7714,n31W5MbOPUzmkjDZ7b0YpdpdUQqc60HHcGTpiGUcyI8=,13,0,,3,20131103,20170913,40,30,149,149,1,20160713,20160813,0,1,0,0
7715,a6L+a11c31HhHHZ6/F/bn21GleRiWQQTXQ7eUkdDyIQ=,1,0,,7,20160627,20170930,41,30,99,99,1,20160826,20160926,0,1,0,0
7716,5RKI+zIO+s/iQqPgnYZJ5mQUus4i4d3JEtJqVzMW790=,22,36,male,4,20160130,20170924,38,30,149,149,0,20160806,20160905,0,1,0,0
7717,vb9FMy8sAYDME9FKwoXYbuWGlc/FzyXS6E9x8PQ3R+E=,1,0,,7,20161119,20170918,41,30,99,99,1,20161119,20161218,0,1,0,0
7718,xYvaHbxujnhSxQ3n6BuSBLICbnMvzAj7iFgw3NbvS34=,1,0,,7,20130208,20171019,41,30,99,99,1,20161012,20161219,0,1,0,0
7719,syKvzihN0s1ry+RF8JQQWWp0T3kEGf3zI2BBrU3WFDQ=,4,25,male,7,20160430,20170930,41,30,99,99,1,20170131,20170228,0,1,0,0
7720,njvUWQfsHqtEUbG0sTanRXI04Xeaws0bVbWrZKoo+lg=,10,39,female,9,20091116,20170930,31,30,149,149,1,20160229,20160331,0,1,0,0
7721,zQ90tKW1nl3ybTMVtg2mQ/dAt+f0DXJKONsETKsWD2Q=,13,28,male,4,20160702,20170908,29,30,180,180,1,20161208,20170108,0,1,0,0
7722,2OX/RvYzF/V20SV8mWGid/M6LSM21/RIIVBxaThLQJw=,1,0,,7,20130127,20170912,41,30,149,149,1,20150226,20150329,0,1,0,0
7723,ukRY5ziWySVd8Dv9U60qat0QcxJ69YlCnU0yJ65VvxQ=,5,0,,9,20111128,20170911,40,30,149,149,1,20161112,20161211,0,1,0,0
7724,q7ONdFffmNFYlkISz5MKpChB8MqpYcUI11zyGdiq1SE=,1,0,,7,20131031,20171002,41,30,99,99,1,20170202,20170302,0,1,0,0
7725,KPjnNWzTOPj+NJSsaJ5SV05wlCSTkfimrmJxLDjXybY=,14,30,male,7,20141021,20170930,41,30,278,298,1,20170127,20160320,0,2,0,0
7726,xGkWq8c6jZRITjNDIU9cBHGb5sFHjN6gvCtYVCClSYE=,15,23,male,3,20141129,20170916,38,30,149,149,0,20150727,20150826,0,1,0,0
7727,1GuYXfjSINDKhkvygcNxDoEW3VFqUiSmCLKWknQtevk=,15,35,male,7,20131105,20170908,41,30,149,149,1,20150704,20150805,0,1,0,0
7728,NwJ629Dajip/L6ZNN/A3HIMPhOaSzywMG3el3rz4njE=,1,0,,7,20110408,20170916,41,30,129,129,1,20160407,20160508,0,1,0,0
7729,x64TKoF6IVc9AVsyS/6uOH3dTMPOjfYfxhXSwpGusOA=,1,0,,7,20151124,20170212,41,30,129,129,1,20160906,20161006,0,1,0,1
7730,baPZ+/gm0RgizW2TbtAshJl+iPqWhhVKbntIE5dXxXQ=,1,0,,7,20100923,20170924,41,30,129,129,1,20150922,20151024,0,1,0,0
7731,52ENj4t9kgGeeOvUtZCc8w5WghlRpWFUieg1IqUUp4E=,6,37,male,9,20111211,20170919,27,30,149,149,1,20151212,20160112,0,1,0,0
7732,A0g412j/7dgQ2EaJBHhM6UCSLAHhjDQ58zY7uDstrAk=,13,27,male,7,20110610,20170916,41,30,99,99,1,20160816,20160916,0,1,0,0
7733,pCme+zS5sQnMaB/F5Fk/2w5dfdE5HmZZprhDjdxCCA0=,17,45,female,9,20070708,20170924,40,30,149,149,1,20160314,20160421,0,1,0,0
7734,DPTki0tA8UGj8LASFE7GqPQdyI8ECl0ios5IXSWRGew=,1,0,,7,20140710,20170909,41,30,149,149,1,20151109,20151209,0,1,0,0
7735,Cc/EvFX/SdZFWOzzgCKRfpFl7ozXbyKF+ju4QBEAJJc=,1,0,,7,20150823,20170324,41,30,99,99,1,20160223,20160323,0,1,0,0
7736,T3HLnTF7mdQ6eVFifV02RsScuJ1VDyod1A7FW4SEbLE=,1,0,,7,20130117,20170930,41,30,298,298,1,20151007,20150907,0,2,0,0
7737,cDSYZhDpKS4gFcW7kNQrnIRHIOkS+nFi8hXdN8Ewak8=,1,0,,7,20100918,20170930,41,30,99,99,1,20160525,20160625,0,1,0,0
7738,y90OnlWkjaGgl0o8t4cn4A+8zYhFoOogfmKc2JeYG3A=,17,25,female,9,20090609,20170912,39,30,149,149,1,20161002,20161105,1,1,0,0
7739,AoicRvtLWYkNQo4Vsi8nIAsoXI6Bf6PAdIBK2o99OfM=,22,26,male,9,20110314,20170930,34,0,0,149,1,20150331,20150430,0,1,0,0
7740,/dS1k6ZNlCFb9xHyXRWefAW7zIgJDjYUNaGKeSD0oDg=,13,31,male,9,20080203,20170930,34,30,149,149,1,20151231,20160131,0,1,0,0
7741,QntTUJCq3XfSRraaYUMyPJHGH0xoLkFNjoSusV6lBWI=,1,0,,7,20130801,20170923,41,30,99,99,1,20160423,20160523,0,1,0,0
7742,KKqEFV3Tr2HoOC8J+t9sLOia6P8dolLAWuQ2m0VCLdE=,13,53,male,9,20071208,20171006,40,30,149,149,1,20160807,20160906,0,1,0,0
7743,PwkZfVZwIgmMayHum0LbW9fG8jd2mCV7/oXAsf39XVk=,11,22,male,9,20060515,20171003,37,30,149,149,1,20151003,20151103,0,1,0,0
7744,IRVm5EAqO3yFD8rTcpOYM66DCSJwIey4a4L6iim5SRg=,13,0,,4,20161006,20170914,37,30,149,149,1,20170215,20170314,0,1,0,0
7745,kU7BL6hqDZ7GxpLVRIySB0Zc/7vYtGoYafsf97jr4RA=,1,0,,7,20140716,20170930,41,30,129,129,1,20170228,20170331,0,1,0,0
7746,WoLWwXA38dfYo/vxFDjgczVZRDOqkrMvsO3NTtLV4E0=,4,29,female,9,20040702,20171004,39,30,149,149,1,20150831,20151004,0,1,0,0
7747,20DMxnbXlIIBwGrNpinLqc279A6z8UWfZXp8TDctzfA=,22,23,female,4,20160527,20170507,29,30,180,180,0,20161125,20161225,0,1,0,0
7748,rXc9LIBrSert2FY137XqqewTHPniCJTQbEvM2KJp5uY=,15,24,female,9,20090614,20170930,34,30,149,149,1,20160531,20160630,0,1,0,0
7749,lq3MTWYiCV7T+RBma8q1HfvWBVNllmFUjvvrN+xEwYE=,13,24,male,9,20060519,20171015,39,30,149,149,1,20160131,20160315,0,1,0,0
7750,UKq9jOO17UrtoSVAVynuuhcS74TWJBIMoeuQess0hkg=,1,0,,7,20150731,20170930,41,30,99,99,1,20160430,20160531,0,1,0,0
7751,XTd7F1EcVZw24sq+MpjAmsZzdaGpDgzzjWeKGqzPMPc=,1,0,,7,20131227,20170930,41,30,149,149,1,20160726,20160826,0,1,0,0
7752,OMJ5xpXrQlRcSpRHtqWhQ6BhOH3kbwbDVv7DFD4ABns=,1,0,,7,20100922,20170922,41,30,129,129,1,20150221,20150322,0,1,0,0
7753,tuYyfe0c7KF8MBr6L6hl31cRWl0+bWSF+kiplxgC5iA=,5,30,male,9,20051104,20170930,34,30,149,149,1,20161231,20170131,0,1,0,0
7754,MxNYGyBSbKh2Umg9ASkPe/J7BJr2U+PSoCVarvgMBmI=,13,0,,9,20141231,20170518,39,30,149,149,1,20160930,20161108,0,1,0,0
7755,7hI93pAdJ0SldXDWpVsYRwgLqqehcfMYqQ+oA86gMNQ=,22,0,female,7,20131025,20170903,41,30,149,149,1,20170224,20170324,0,1,0,0
7756,fb7ISYfYoHPTNi25V0wIJsxXM2nzM2CJnDH4OLDHoq4=,1,0,,7,20131018,20170917,41,30,149,149,1,20151217,20160117,0,1,0,0
7757,TDR5vNPzRiLUb063HyZG/4RMYYwxLMmoqGNE36yA24Y=,5,23,female,4,20151203,20171012,38,30,149,149,0,20160409,20160516,0,1,0,0
7758,tEHId9/GjJ7Ual7D9JnL5UVp9tLZk+WAKRCqFQ6QqME=,1,0,,7,20130706,20170609,41,30,149,149,1,20150406,20160722,0,1,0,1
7759,cS18P+kQvv4K4jtgVUVkQl77gNCSJXSQ3sjBZNxou00=,15,28,male,9,20050517,20170930,34,30,149,149,1,20161231,20170131,0,1,0,0
7760,P83WnbkTiusVXmdxnqpSu7DNpYSoe9ogmhfZYwe9zkQ=,13,0,,4,20160420,20170924,37,30,149,149,1,20170225,20170324,0,1,0,0
7761,IljlpED+ngVoRhJYDAA7BIJ02qZNhJ/Cy3XZk8J5ohA=,1,0,,7,20160425,20170930,41,30,99,99,1,20170225,20170325,0,1,0,0
7762,P71c6cDG1mP1veTJFnirDL5ZujgQlxEkG8SuObNj7OI=,1,0,,7,20110521,20171005,41,30,99,99,1,20160504,20160605,0,1,0,0
7763,H9A3BnofeeEPRytS/NGUFm4T9pf3L5LQZ6kL/ZA9Chw=,14,28,male,7,20120228,20171010,41,30,129,129,1,20160302,20160416,0,1,0,0
7764,JMyMES9dffnJD8ki/NpfnEDI/Wh1lgIv90YLgX8U15o=,5,22,male,9,20100806,20170920,38,30,149,149,0,20160104,20160203,0,1,0,0
7765,zKW5/sOsgcBXzLHCJaR87RYmUd1RlFGEGaNzrht88AE=,1,0,,7,20130206,20170407,41,30,149,149,1,20150616,20150716,0,1,0,0
7766,6CZ2NbJKlEHlgYcJPvQzAK2iGa97ID+xfi8Bdv8AiLQ=,4,26,female,7,20130209,20170918,41,30,149,119,1,20150131,20150228,0,1,30,0
7767,dVXS0KGw8zccsgPWO6UdGucXy245JwdAln/Pa9ylZyc=,5,36,male,7,20100717,20170917,41,30,129,129,1,20150516,20150617,0,1,0,0
7768,mxXtfdLskcQK3uJXKuhTLS7Nj5flhc6p8GnWxBWhbPo=,1,0,,7,20120911,20170911,41,30,149,149,1,20160410,20160511,0,1,0,0
7769,8oNk1Ael8IUj9gGGVwxibcXzWMXUNEzc8um/w4HxHEk=,12,25,male,9,20090830,20170216,38,30,149,149,0,20160124,20160223,0,1,0,1
7770,W6bG3DnYsSSrKkhaa0alfeiXffgm/MUCSFaCDSeK2Bk=,13,25,male,9,20110121,20180311,38,30,149,149,0,20160803,20160907,0,1,0,1
7771,2Eimhb7b4VBiZz1ou347ffqBxRBVi3i5/2KH6cL5K7U=,6,28,male,9,20110217,20171008,39,30,149,149,1,20161231,20170208,0,1,0,0
7772,YAzCKv3jnfUYqzxaBjfhZ0XNY1zC+yQa4Lfo8PuSmOA=,1,0,,7,20110324,20170622,41,30,149,149,1,20150525,20150626,0,1,0,0
7773,p8FUElfh/OOaJLtJZsBsHnxrCTbQPqhToVmYWLrhBG8=,22,24,female,9,20140509,20170930,30,30,149,149,1,20161201,20161231,0,1,0,0
7774,CffMlsfv/25aYMl9xlPR1/v3gF1HyUqmsJ0dgN1z7W8=,1,0,,7,20140223,20170911,41,30,129,129,1,20150911,20150911,1,1,0,0
7775,Xheosn8jX+TfRcKiReHTPm82bRWdW+1EUXWSARrUpE8=,1,0,,7,20150826,20170930,41,30,99,99,1,20150926,20151026,0,1,0,0
7776,es2ryGd1pYiDbTI3xnZ+JbxQqnpkPcJaWA+iOYo09zk=,4,25,male,4,20151021,20171023,39,30,149,149,1,20151202,20160123,0,1,0,0
7777,VymDKahczhhGMKXyXvwSzz2BzZnGdI+juQRkyoGr32o=,18,24,male,7,20140119,20170930,41,30,99,99,1,20161025,20161125,0,1,0,0
7778,wuPmPwxydbKMeCd+b8iDER5igEW6vSnj5gYnh/Hz/3I=,1,0,,7,20140710,20170909,41,30,129,129,1,20160627,20160727,0,1,0,0
7779,4owOtoRV+VStN8Tbndzb2eQGg7evgzPG7ocGgNyBZdY=,15,0,,9,20150611,20171015,39,30,149,149,1,20150731,20150915,0,1,0,0
7780,Pr48CxWpULuH2MSn4G9jukWGSXwu888qDtQ8xxtfIHE=,1,0,,7,20120505,20170913,41,30,149,149,1,20170212,20170313,0,1,0,0
7781,/IMhtsGz/78WSEZXkxub5o2lxpCCKtWAji52pPE0DMU=,1,0,,7,20151122,20170922,41,30,99,99,1,20151222,20160122,0,1,0,0
7782,nd2B8v+KNZK5yoCBsMia8TP1LuaTE4cyssFEu9hypg0=,15,40,female,4,20151107,20170912,40,30,149,149,1,20160211,20160310,0,1,0,0
7783,+wjUBMhQSfslvv070LU8qQrdciYZwnZMjEgGE1KDASg=,15,22,male,9,20130602,20171007,39,31,149,149,1,20150131,20150307,0,1,0,0
7784,vn8Qzr4RspsaV3m4eIqGEeD3uSczZe7rh+Tvb0/q2hw=,1,0,,7,20120308,20170305,41,30,149,149,1,20150617,20150717,0,1,0,0
7785,63Z4sE78IfgJgCOQ9YzIqMO3XE4VeJiqxmIP8d9wfSI=,22,0,,9,20111025,20171016,39,30,149,149,1,20170131,20170316,0,1,0,0
7786,ST9AjWh7Al2204CU7tPtB90Mnx3DTL4txuJM9UEMi1A=,1,0,,7,20130124,20170923,41,30,149,149,1,20160923,20161023,0,1,0,0
7787,vPFag1EqMbTJvtfKfFoW90hYgtXpImJ17eCZHlo75zI=,22,39,female,9,20100924,20170928,40,30,149,149,1,20150628,20150728,0,1,0,0
7788,BM3kBehcw0pTV1j18u2+E7qDn0A68BXyYVRY5yeJVxs=,7,49,female,9,20121118,20170930,33,30,149,149,1,20170131,20170228,0,1,0,0
7789,udLGc79bAWyGyUDH9TiCVs+crk2uiT0uRGtHD3tQ52w=,1,0,,7,20160902,20171001,41,30,129,129,1,20170101,20170201,0,1,0,0
7790,y1ZbbpMD/bkw3ZlIjZGKAOlZqUnMCmVDsaT7D/093Bs=,1,0,,7,20160802,20171002,41,30,99,99,1,20160802,20160902,0,1,0,0
7791,3BbBMc2b5KOiATI6SilixjOb7ZqD1W5hEbpfoLk+m3w=,1,0,,7,20131207,20170923,41,30,129,129,1,20150602,20150701,0,1,0,0
7792,gwqFi7a/VnrlHP0iEWjY686a7IA/r6TiXaOwHBHrOvE=,1,0,,7,20150828,20170930,41,30,99,99,1,20160229,20160331,0,1,0,0
